  -0.85765,  -0.77855,  -0.54429,  -0.28757,  -0.02150,   0.19623,   0.49163,   0.76994,   1.06879,   1.30294,   1.38265,   1.50824,   1.39919,   1.32889,   1.10108,   0.95753,   0.76354,   0.59164,   0.30915,   0.19746,  -0.13590,  -0.43930,  -0.76349,  -0.86146,  -0.96276,  -0.76275,  -0.51876,  -0.25583,   0.04161,   0.39378,   0.71828,   1.02574,   1.36130,   1.58783,   1.63395,   1.62577,   1.57245,   1.49723,   1.45768,   1.47158,   1.53831,   1.51875,   1.43542,   1.21160,   0.88243,   0.50043,   0.13891,  -0.18049,  -0.49342,  -0.76072,  -0.23627,  -0.29784,  -0.39563,  -0.60333,  -0.89172,  -1.16615,  -1.40659,  -1.56142,  -1.47939,  -1.26432,  -1.04272,  -0.75008,  -0.63593,  -0.49736,  -0.40959,  -0.23566,  -0.41519,  -0.65315,  -0.88410,  -1.10262,  -1.26216,  -1.39101,  -1.42766,  -1.39634,  -1.36069,  -1.13048,  -0.94659,  -0.73808,  -0.50135,  -0.27410
  -0.47025,  -0.41939,  -0.25101,  -0.01876,   0.20270,   0.45787,   0.74449,   1.01370,   1.27834,   1.38661,   1.44052,   1.43890,   1.37029,   1.21728,   1.07890,   0.94880,   0.67476,   0.42767,   0.27664,   0.01052,  -0.23932,  -0.41866,  -0.49021,  -0.40637,  -0.22879,  -0.04690,   0.18164,   0.41290,   0.62542,   0.86181,   1.09870,   1.32622,   1.32440,   1.31638,   1.31738,   1.38506,   1.40264,   1.44142,   1.40771,   1.40059,   1.47158,   1.39781,   1.23883,   1.00396,   0.76479,   0.49618,   0.21615,  -0.02571,  -0.27455,  -0.37207,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992,  -1.07992
  -0.99232,  -0.87122,  -0.69876,  -0.36034,  -0.03544,   0.29778,   0.35089,   0.54134,   0.83952,   1.06950,   1.27901,   1.44951,   1.55581,   1.52540,   1.43882,   1.23385,   0.98266,   0.73151,   0.57712,   0.29792,   0.09312,  -0.10902,  -0.40385,  -0.72691,  -0.93624,  -0.97879,  -0.85119,  -0.58578,  -0.25106,   0.12746,   0.43560,   0.77101,   1.04602,   1.41857,   1.57519,   1.60281,   1.58885,   1.51026,   1.56943,   1.66308,   1.69210,   1.62507,   1.45571,   1.06592,   0.73474,   0.35041,  -0.00084,  -0.35654,  -0.66585,  -0.92817,  -0.20734,  -0.13734,  -0.19433,  -0.47314,  -0.75588,  -0.96256,  -1.19018,  -1.42976,  -1.58626,  -1.48031,  -1.31089,  -0.99494,  -0.76003,  -0.52329,  -0.27760,  -0.12739,  -0.21738,  -0.37849,  -0.59407,  -0.84133,  -1.11743,  -1.26175,  -1.39939,  -1.41392,  -1.34554,  -1.18141,  -0.91185,  -0.78765,  -0.54580,  -0.33642
  -0.89984,  -0.99832,  -0.76592,  -0.46960,  -0.13966,   0.19893,   0.59273,   0.86531,   1.10408,   1.36601,   1.47753,   1.56659,   1.55314,   1.36174,   1.06010,   0.96110,   1.04653,   0.89349,   0.40630,   0.22952,   0.10174,  -0.23692,  -0.53919,  -0.77826,  -0.92978,  -0.94276,  -0.72253,  -0.48902,  -0.22522,   0.12782,   0.45765,   0.79414,   1.13004,   1.45215,   1.51852,   1.37993,   1.28653,   1.29952,   1.30694,   1.36414,   1.35349,   1.48338,   1.42507,   1.16098,   0.85647,   0.44876,   0.10835,  -0.17545,  -0.50481,  -0.79335,   0.00057,   0.04624,   0.05788,  -0.22446,  -0.55802,  -0.89721,  -1.28031,  -1.56488,  -1.71587,  -1.66268,  -1.41896,  -1.11919,  -0.82007,  -0.44516,  -0.22440,   0.09712,   0.05344,  -0.08224,  -0.37428,  -0.72487,  -1.07001,  -1.27580,  -1.57028,  -1.71327,  -1.65450,  -1.40528,  -1.11937,  -0.82124,  -0.48534,  -0.15563
  -0.66502,  -0.71858,  -0.40737,  -0.04600,   0.22129,   0.30164,   0.15973,   0.23668,   0.65371,   0.99935,   1.36638,   1.71080,   1.68071,   1.50924,   1.57559,   1.60332,   1.45342,   1.45594,   1.13700,   0.86031,   0.60041,   0.35555,   0.03417,  -0.24477,  -0.57867,  -0.72971,  -0.80388,  -0.59502,  -0.29694,  -0.07017,   0.31016,   0.61328,   0.83527,   0.97900,   0.95335,   1.19682,   1.25151,   1.36325,   1.42229,   1.34951,   1.55289,   1.45542,   1.39472,   1.24986,   0.88101,   0.52198,   0.17069,  -0.13139,  -0.42772,  -0.59911,  -0.46468,  -0.51407,  -0.65823,  -0.75066,  -0.92318,  -1.11526,  -1.34224,  -1.43688,  -1.51315,  -1.33556,  -1.13630,  -0.86970,  -0.78727,  -0.64667,  -0.60093,  -0.51433,  -0.66615,  -0.78814,  -1.02944,  -1.08596,  -1.20325,  -1.32373,  -1.35383,  -1.30630,  -1.29545,  -1.16839,  -1.06326,  -0.85101,  -0.71684,  -0.64102
  -0.51386,  -0.41488,  -0.24742,  -0.02876,   0.21206,   0.46479,   0.67249,   0.89428,   1.13340,   1.25880,   1.36035,   1.36887,   1.26920,   1.13851,   0.96918,   0.78437,   0.57470,   0.42366,   0.18594,  -0.08026,  -0.34604,  -0.46704,  -0.46021,  -0.32283,  -0.11681,   0.11453,   0.33457,   0.57478,   0.81740,   1.04215,   1.28614,   1.43517,   1.43575,   1.32629,   1.29167,   1.32105,   1.38182,   1.40609,   1.43639,   1.49851,   1.54818,   1.39219,   1.25335,   0.98032,   0.76743,   0.50689,   0.29413,   0.01571,  -0.21333,  -0.38576,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580,  -1.08580
  -0.41099,  -0.37832,  -0.25410,  -0.00101,   0.25740,   0.47194,   0.73189,   0.92153,   0.94831,   1.16820,   1.10971,   1.25660,   1.34870,   1.27956,   1.24632,   1.06968,   0.95824,   0.82456,   0.72713,   0.55280,   0.28743,   0.03224,  -0.22331,  -0.37493,  -0.43388,  -0.32674,  -0.13515,   0.10935,   0.36873,   0.62742,   0.89257,   1.14589,   1.33924,   1.45440,   1.38180,   1.27108,   1.29104,   1.31151,   1.37523,   1.36498,   1.43757,   1.45043,   1.34176,   1.11567,   0.86301,   0.60302,   0.33707,   0.07527,  -0.17432,  -0.38648,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834,  -1.10834
  -0.43858,  -0.42467,  -0.24465,  -0.03829,   0.19870,   0.45783,   0.69710,   0.94104,   1.13930,   1.32708,   1.41366,   1.42910,   1.38475,   1.30398,   1.18387,   1.06152,   0.85762,   0.70860,   0.53694,   0.29362,   0.04491,  -0.19039,  -0.42560,  -0.50729,  -0.45393,  -0.26258,  -0.07911,   0.14828,   0.39807,   0.63804,   0.87808,   1.13718,   1.31933,   1.38786,   1.33031,   1.31822,   1.33160,   1.39930,   1.38961,   1.31782,   1.31515,   1.40680,   1.33191,   1.17277,   0.91511,   0.65253,   0.36196,   0.11463,  -0.11008,  -0.33677,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107,  -1.09107
  -0.54482,  -0.46464,  -0.27754,  -0.04713,   0.18015,   0.43954,   0.68404,   0.86785,   1.09194,   1.26461,   1.33377,   1.34912,   1.39231,   1.27787,   1.15567,   1.02490,   0.83789,   0.62701,   0.43220,   0.15701,  -0.06100,  -0.33442,  -0.45061,  -0.45122,  -0.33605,  -0.11346,   0.10697,   0.34371,   0.58041,   0.81945,   1.05793,   1.29859,   1.46531,   1.48222,   1.35578,   1.33147,   1.31219,   1.36023,   1.37288,   1.36284,   1.45091,   1.39630,   1.24322,   1.07773,   0.83034,   0.56890,   0.30849,   0.04895,  -0.22766,  -0.41865,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545,  -1.08545
  -0.80614,  -0.97486,  -0.79076,  -0.51973,  -0.15880,   0.21083,   0.48598,   0.72902,   1.07729,   1.17361,   1.39167,   1.47261,   1.38049,   1.25612,   1.08996,   0.86899,   0.74362,   0.68432,   0.47324,   0.30914,   0.07022,  -0.21169,  -0.58509,  -0.85333,  -0.84209,  -0.76050,  -0.50507,  -0.29278,   0.05834,   0.41970,   0.74483,   1.10071,   1.49361,   1.70099,   1.67109,   1.61428,   1.58111,   1.39345,   1.45773,   1.42328,   1.44784,   1.52743,   1.46393,   1.23889,   0.92444,   0.55461,   0.18968,  -0.16357,  -0.43495,  -0.68119,  -0.37223,  -0.42776,  -0.60673,  -0.87733,  -1.04057,  -1.21689,  -1.30587,  -1.45508,  -1.38139,  -1.17241,  -1.10585,  -1.08513,  -0.85931,  -0.67514,  -0.47915,  -0.35301,  -0.32688,  -0.43160,  -0.60837,  -0.89747,  -1.12044,  -1.25642,  -1.49093,  -1.46537,  -1.36508,  -1.16045,  -0.85034,  -0.67507,  -0.48556,  -0.29470
