1,-0.85765,-0.778555,-0.544285,-0.287566,-0.021498,0.196227,0.491633,0.76994,1.06879,1.302937,1.382646,1.508238,1.399191,1.328891,1.101079,0.957528,0.763543,0.591639,0.309149,0.197457,-0.135896,-0.439297,-0.763487,-0.861463,-0.962761,-0.762749,-0.518761,-0.25583,0.041605,0.393779,0.718276,1.025737,1.361304,1.587825,1.633953,1.625773,1.572449,1.497229,1.457682,1.471582,1.538314,1.518755,1.435417,1.211603,0.882431,0.500428,0.138905,-0.180487,-0.493421,-0.760719,-0.236271,-0.297837,-0.395629,-0.603329,-0.891723,-1.166155,-1.406588,-1.561419,-1.479391,-1.264317,-1.042716,-0.750079,-0.635927,-0.497357,-0.409591,-0.235656,-0.415187,-0.653148,-0.884097,-1.102622,-1.262164,-1.391015,-1.42766,-1.396336,-1.360694,-1.130483,-0.946585,-0.738085,-0.501355,-0.274096
1,-0.470247,-0.419386,-0.251008,-0.018755,0.202702,0.457869,0.744493,1.013699,1.278336,1.386615,1.440522,1.4389,1.37029,1.217276,1.078898,0.948798,0.674757,0.42767,0.276643,0.010516,-0.239319,-0.418658,-0.490214,-0.406373,-0.228789,-0.046901,0.181643,0.412902,0.625419,0.861811,1.0987,1.326217,1.324396,1.316383,1.317376,1.385058,1.402641,1.441416,1.407708,1.400588,1.471582,1.397807,1.238833,1.003964,0.764791,0.496181,0.216146,-0.025709,-0.274551,-0.372068,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919,-1.079919
1,-0.99232,-0.871221,-0.698759,-0.360338,-0.035444,0.297785,0.350894,0.541335,0.839522,1.0695,1.279012,1.44951,1.555815,1.525399,1.438818,1.233845,0.982658,0.731515,0.577119,0.297916,0.093117,-0.10902,-0.403846,-0.726907,-0.936244,-0.978792,-0.851191,-0.585778,-0.251065,0.127461,0.435597,0.771008,1.046022,1.41857,1.575191,1.602814,1.58885,1.510256,1.56943,1.66308,1.6921,1.62507,1.455707,1.065922,0.734744,0.350414,-0.000838,-0.356541,-0.665855,-0.928171,-0.207339,-0.137341,-0.194334,-0.473145,-0.755883,-0.962558,-1.19018,-1.429759,-1.586262,-1.480306,-1.310886,-0.994939,-0.760029,-0.523286,-0.277598,-0.127392,-0.217376,-0.378492,-0.594069,-0.841329,-1.117434,-1.261748,-1.399386,-1.413918,-1.345536,-1.181409,-0.91185,-0.787652,-0.545804,-0.336423
1,-0.899838,-0.998317,-0.76592,-0.469605,-0.139663,0.198933,0.592733,0.865306,1.104078,1.366007,1.477527,1.566591,1.553141,1.361738,1.060101,0.961095,1.046534,0.893493,0.406301,0.229517,0.10174,-0.236915,-0.539195,-0.778259,-0.929779,-0.942762,-0.722528,-0.48902,-0.225219,0.127822,0.457646,0.794136,1.130042,1.452147,1.518521,1.379925,1.286533,1.299516,1.306943,1.364136,1.353492,1.483375,1.425071,1.160978,0.856475,0.448757,0.108348,-0.175453,-0.504809,-0.793347,0.00057,0.046243,0.05788,-0.224459,-0.558025,-0.897206,-1.280305,-1.564884,-1.715872,-1.662679,-1.41896,-1.119194,-0.820072,-0.44516,-0.2244,0.09712,0.053436,-0.082237,-0.374283,-0.724867,-1.070013,-1.275802,-1.570281,-1.71327,-1.654498,-1.405276,-1.11937,-0.821241,-0.485336,-0.155628
1,-0.665017,-0.71858,-0.407375,-0.045999,0.221294,0.301639,0.159732,0.236685,0.653711,0.999349,1.366378,1.710798,1.680713,1.509241,1.575586,1.603324,1.453418,1.455939,1.136996,0.860312,0.600409,0.35555,0.034172,-0.244773,-0.578673,-0.72971,-0.803881,-0.59502,-0.296945,-0.070172,0.31016,0.613278,0.835269,0.979002,0.953351,1.196819,1.251513,1.363247,1.422288,1.349509,1.552892,1.455417,1.394724,1.249861,0.881006,0.521978,0.170688,-0.131387,-0.427722,-0.599106,-0.464677,-0.514066,-0.658234,-0.750665,-0.92318,-1.115259,-1.342241,-1.436881,-1.513147,-1.335563,-1.136302,-0.869704,-0.787273,-0.64667,-0.600932,-0.514327,-0.666147,-0.788142,-1.029437,-1.085956,-1.203255,-1.323729,-1.353832,-1.306303,-1.295452,-1.168387,-1.063261,-0.851009,-0.716841,-0.641018
1,-0.51386,-0.414876,-0.247423,-0.028759,0.212058,0.464785,0.672493,0.89428,1.133403,1.258801,1.360352,1.368874,1.269202,1.138511,0.96918,0.784366,0.5747,0.423656,0.185936,-0.080262,-0.346037,-0.467041,-0.460212,-0.322826,-0.116812,0.11453,0.334571,0.574779,0.817396,1.042148,1.28614,1.435172,1.435754,1.32629,1.291672,1.321049,1.381816,1.406086,1.43639,1.498506,1.548183,1.392191,1.253349,0.980322,0.767427,0.506893,0.29413,0.015705,-0.213335,-0.385763,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796,-1.085796
1,-0.410993,-0.378323,-0.254103,-0.001007,0.257396,0.471938,0.731893,0.921526,0.948312,1.168196,1.109714,1.256605,1.348696,1.279564,1.246316,1.06968,0.958239,0.824561,0.727128,0.552802,0.287431,0.032241,-0.22331,-0.374929,-0.43388,-0.326736,-0.135154,0.109351,0.368728,0.62742,0.892574,1.145887,1.339238,1.454396,1.381799,1.271081,1.291044,1.311513,1.375229,1.364977,1.437574,1.450425,1.341765,1.115671,0.863008,0.603016,0.337069,0.075272,-0.174322,-0.386481,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335,-1.108335
1,-0.438577,-0.424674,-0.244648,-0.038294,0.198696,0.457831,0.697097,0.941037,1.139303,1.327079,1.413663,1.429103,1.38475,1.30398,1.183871,1.061516,0.857622,0.7086,0.53694,0.293615,0.044907,-0.190391,-0.425597,-0.50729,-0.453925,-0.26258,-0.079109,0.148284,0.398068,0.638041,0.878076,1.13718,1.319328,1.387857,1.330309,1.318221,1.331601,1.399299,1.38961,1.317821,1.315145,1.406804,1.331908,1.172767,0.915108,0.652528,0.361959,0.114635,-0.110082,-0.336768,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074,-1.091074
1,-0.544817,-0.464637,-0.277539,-0.047128,0.180152,0.43954,0.684041,0.867854,1.091941,1.264611,1.333772,1.34912,1.392311,1.277872,1.155668,1.024899,0.837894,0.627006,0.432204,0.157006,-0.061003,-0.33442,-0.450608,-0.451222,-0.336047,-0.113464,0.10697,0.343705,0.580408,0.819445,1.057929,1.298593,1.465308,1.482222,1.355781,1.331469,1.312192,1.360232,1.372879,1.362842,1.450911,1.396301,1.243216,1.077729,0.830342,0.568897,0.308495,0.048953,-0.227657,-0.418653,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451,-1.085451
1,-0.806135,-0.974857,-0.790758,-0.519734,-0.158797,0.210826,0.485979,0.729024,1.07729,1.173611,1.391669,1.472613,1.380492,1.256121,1.089962,0.868986,0.743619,0.684317,0.473236,0.309141,0.070224,-0.211691,-0.585087,-0.853334,-0.842086,-0.760502,-0.505069,-0.292778,0.058336,0.4197,0.744829,1.100712,1.493614,1.700993,1.671093,1.614283,1.581108,1.393449,1.457734,1.423277,1.447838,1.52743,1.463928,1.238893,0.924443,0.554607,0.189683,-0.163566,-0.434946,-0.681195,-0.372227,-0.427756,-0.606729,-0.877326,-1.040566,-1.216892,-1.305873,-1.455082,-1.381385,-1.172412,-1.105848,-1.085132,-0.859314,-0.675144,-0.479155,-0.353005,-0.326878,-0.4316,-0.608367,-0.897473,-1.120442,-1.256417,-1.490927,-1.465369,-1.365076,-1.160452,-0.850344,-0.675072,-0.485562,-0.2947
