   0.30462,   1.41320,  -3.92361,   1.07735,  -1.39952,   3.03747,   2.52712,   1.00935,   3.65165,   1.93364,  -1.43730,  -0.58294,   0.04597,   4.01447,   2.30038,   0.55986,  -0.47562,  -2.93153,  -1.15199,  -1.43751,   0.77840,   2.82520,  -1.16642,   2.15890,   1.26932,  -0.59960,   2.93278,  -0.82015,  -1.45659,   5.95946,   1.96628,  -1.64925,  -2.32675,  -0.88864,  -0.82638,  -0.23959,   1.97641,  -0.84138,   1.40870,  -2.99565
   0.68929,   0.56506,  -4.07363,   0.41151,  -0.60486,   3.31796,   2.25527,   0.85010,   2.86807,   0.86678,  -1.82009,  -0.32510,   0.11011,   3.23935,   1.40530,   0.17923,  -0.56323,  -2.96474,  -1.42369,  -1.90926,   1.02294,   2.79131,  -1.64736,   1.40458,   0.49169,  -0.88866,   2.35473,  -1.00307,  -1.33374,   4.58595,   1.88497,  -1.35732,  -1.74028,  -0.80410,  -0.45778,  -0.62214,   2.50480,  -0.04898,   0.86890,  -2.58470
   0.25279,   1.38517,  -4.18474,   0.78688,  -1.40211,   2.94499,   2.44007,   1.01379,   3.80553,   1.91293,  -1.53124,  -0.35814,   0.03986,   3.90358,   3.23738,   0.07595,  -1.06981,  -2.80464,  -0.64207,  -1.26983,   1.00461,   3.02215,  -1.47484,   2.42809,   1.59630,  -1.07783,   3.19394,  -0.90717,  -0.92276,   5.09518,   1.43672,  -1.82633,  -2.81355,  -0.38699,  -0.77022,  -0.11467,   1.96894,  -1.20898,   1.51756,  -3.02350
   0.11610,   1.73015,  -4.31458,   0.54654,  -1.45470,   3.18987,   3.43000,   0.77428,   3.85546,   2.45087,  -1.31803,  -0.29053,   0.18515,   4.09700,   3.29977,   0.03483,  -1.76155,  -2.42323,  -0.95644,  -1.27676,   0.99340,   2.85660,  -1.67622,   2.13103,   1.19976,  -1.81901,   3.67836,  -0.92490,  -1.58064,   5.67191,   0.84992,  -2.24420,  -2.62271,  -0.04306,  -0.52133,  -0.67896,   1.95052,  -1.06782,   1.57667,  -3.24390
   0.58156,   1.00054,  -4.40146,   0.09053,  -0.94959,   3.33239,   1.82447,   0.83313,   3.25256,   1.55092,  -1.47335,  -0.46492,   0.34189,   3.66945,   2.44670,   0.12679,  -0.69022,  -2.67159,  -1.42388,  -1.85750,   0.83948,   2.17116,  -0.70107,   1.72212,   1.90818,  -1.51951,   2.69866,  -0.47738,  -0.41088,   4.91105,   1.93945,  -1.05650,  -2.18428,  -0.76467,  -1.00216,  -0.03202,   2.06892,  -0.98656,   1.05258,  -3.26003
   0.84060,   0.57637,  -4.08861,   0.38670,  -0.35844,   3.39171,   2.41496,   0.81795,   2.76316,   0.85796,  -1.81838,  -0.21514,   0.03173,   3.21018,   1.31818,   0.00256,  -0.55447,  -2.86682,  -1.38271,  -1.87399,   0.99913,   2.78393,  -1.70998,   1.55349,   0.49380,  -0.86871,   2.37315,  -0.92464,  -1.64758,   4.53858,   2.06942,  -1.39375,  -1.78217,  -0.63889,  -0.49323,  -0.66053,   2.51656,   0.01424,   0.81346,  -2.56098
   0.86804,   0.48434,  -4.01942,   0.60982,  -0.61348,   3.60476,   1.96962,   0.97317,   2.90781,   0.99306,  -2.02609,  -0.33065,   0.01416,   2.93264,   1.79773,  -0.06486,  -0.66494,  -3.04007,  -1.17657,  -1.86620,   0.65693,   2.49591,  -1.30409,   1.63897,   0.63602,  -0.73993,   2.19436,  -1.00502,  -1.30309,   4.40309,   2.12640,  -1.23139,  -1.70142,  -0.32500,  -0.71840,  -0.57864,   2.28994,  -0.19196,   0.72465,  -2.66829
   0.82972,   0.49715,  -4.06689,   0.47299,  -0.80303,   3.48898,   2.14001,   0.88454,   2.99990,   0.88063,  -1.88978,  -0.32095,   0.16014,   3.04210,   1.56695,   0.06137,  -0.71381,  -2.95753,  -1.23969,  -1.94277,   0.79687,   2.56588,  -1.42485,   1.54782,   0.45522,  -0.87640,   2.41563,  -1.02195,  -1.19696,   4.60292,   1.91207,  -1.44941,  -1.70828,  -0.62631,  -0.67469,  -0.56493,   2.37819,  -0.02030,   0.76379,  -2.65610
   0.86785,   0.55476,  -4.10158,   0.52471,  -0.48807,   3.50114,   2.08276,   0.88992,   2.83497,   1.04556,  -1.88063,  -0.29515,  -0.05297,   3.19756,   1.54375,   0.07642,  -0.56288,  -2.87113,  -1.28868,  -1.91475,   0.93126,   2.58878,  -1.58809,   1.50956,   0.35121,  -0.92048,   2.43665,  -1.03971,  -1.38057,   4.58736,   2.07401,  -1.41220,  -1.67069,  -0.56489,  -0.47901,  -0.69281,   2.44361,  -0.02302,   0.79960,  -2.57754
   0.75757,   1.45059,  -3.89818,   0.88964,  -1.14770,   3.35837,   2.56973,   1.08737,   3.55716,   1.73954,  -1.39751,  -0.56745,   0.00823,   3.80778,   2.98216,   0.67993,  -1.52830,  -3.12696,  -1.10634,  -1.45631,   1.10172,   3.31396,  -1.13101,   1.85583,   1.06401,  -0.89495,   2.70797,  -1.01496,  -1.49339,   5.53652,   1.66171,  -1.44898,  -2.36604,  -0.49696,  -0.85371,  -0.23476,   2.22420,  -1.00727,   1.49421,  -2.72535
   0.80477,   0.48587,  -4.11689,   0.34818,  -0.35183,   3.26658,   2.36500,   0.78236,   2.77184,   0.91643,  -1.79896,  -0.36120,   0.06018,   3.22007,   1.42693,   0.01145,  -0.54349,  -2.91300,  -1.46252,  -1.86239,   1.04863,   2.74128,  -1.68531,   1.63664,   0.58071,  -0.87136,   2.31505,  -1.01224,  -1.65444,   4.45844,   2.05152,  -1.45179,  -1.82091,  -0.79056,  -0.55642,  -0.69149,   2.45538,  -0.01646,   0.92875,  -2.56088
   0.40302,   1.48187,  -3.89285,   1.22601,  -1.17905,   2.97413,   2.45252,   0.45777,   3.66117,   1.81922,  -1.30751,  -0.37283,   0.12484,   3.86417,   2.55149,   0.44189,  -1.51392,  -2.62891,  -1.08920,  -1.28576,   1.06020,   2.76293,  -1.42839,   2.13709,   1.18954,  -0.69853,   2.16972,  -1.44094,  -1.08965,   5.21832,   1.76826,  -1.15380,  -2.49247,   0.04117,  -0.55698,  -0.09510,   2.26012,  -1.09558,   1.55883,  -2.59870
   0.93689,   0.39615,  -4.15294,   0.43939,  -0.55416,   3.61055,   2.02954,   0.78571,   2.79848,   1.15447,  -1.89729,  -0.35902,  -0.12094,   3.21962,   1.33271,   0.03153,  -0.67883,  -2.71373,  -1.15147,  -2.00971,   0.84746,   2.32411,  -1.43530,   1.66173,   0.57276,  -0.94421,   2.24221,  -0.98817,  -1.25288,   4.55341,   2.12613,  -1.44014,  -1.57487,  -0.54044,  -0.66940,  -0.56410,   2.46579,  -0.01918,   0.87606,  -2.67638
   0.79252,   0.53189,  -4.02067,   0.46548,  -0.67236,   3.54628,   2.07104,   0.92939,   2.88194,   0.97866,  -1.89735,  -0.26689,   0.00827,   3.15400,   1.53258,   0.08278,  -0.60531,  -2.91568,  -1.32573,  -1.88622,   1.02816,   2.61533,  -1.47852,   1.34756,   0.37472,  -0.96157,   2.42669,  -1.03128,  -1.21361,   4.54496,   2.02390,  -1.38175,  -1.66788,  -0.78080,  -0.43903,  -0.64258,   2.44230,  -0.00731,   0.80775,  -2.60574
  -0.55770,   1.10118,  -4.09854,   0.75410,  -1.27672,   3.21344,   3.43596,   0.40122,   3.84291,   1.40643,  -1.29101,  -0.26639,   0.06358,   3.54665,   3.20872,  -0.08315,  -1.97321,  -2.55119,  -1.23826,  -0.95982,   1.02264,   3.34746,  -2.12124,   1.44450,   0.90339,  -1.59609,   2.96329,  -1.58932,  -1.13542,   5.01261,   0.75846,  -2.23807,  -2.87803,  -0.13489,   0.19913,  -0.44860,   1.81561,  -1.03744,   1.82833,  -2.73468
   0.47705,   0.00241,  -4.33378,  -0.13564,  -0.83646,   3.08804,   1.86261,   0.98074,   2.72930,   0.67808,  -1.73215,  -0.32403,   0.10508,   3.56271,   1.82008,  -0.03963,  -0.98609,  -3.09713,  -1.51318,  -2.07728,   0.21416,   1.85513,  -1.16057,   1.01535,   0.51629,  -1.55676,   2.96377,  -0.76564,  -0.79360,   4.47817,   1.09891,  -1.26854,  -0.79175,  -0.19730,  -0.33471,  -0.41894,   2.16342,  -0.49153,   0.82926,  -3.01189
   0.31884,   1.45553,  -4.10817,   0.79304,  -1.64315,   2.77527,   3.35080,   0.91889,   3.60142,   2.65657,  -1.13345,  -0.47015,   0.04416,   3.85216,   2.99310,   0.02288,  -2.12993,  -2.82354,  -0.72849,  -1.26547,   1.14221,   2.79977,  -1.12422,   2.97479,   2.15356,  -1.40801,   3.60470,  -0.71795,  -1.57226,   5.20142,   1.02310,  -2.04608,  -2.77518,   0.02779,  -0.87960,  -0.28686,   1.65587,  -1.57020,   1.72997,  -2.94514
   0.74756,   0.51738,  -4.03043,   0.27578,  -0.73813,   3.59667,   1.84087,   1.02328,   3.09456,   0.86777,  -1.95750,  -0.27556,   0.08769,   3.13790,   1.77172,  -0.06627,  -0.59555,  -3.03237,  -1.29921,  -1.92706,   0.85180,   2.48964,  -1.08268,   1.44616,   0.60957,  -1.03606,   2.49060,  -0.92753,  -0.89973,   4.35219,   1.89033,  -1.37529,  -1.70660,  -0.72368,  -0.57963,  -0.64336,   2.16245,  -0.22422,   0.89469,  -2.80871
